D,Bull,2018-04-13T11:16:07Z
ABB,Bear,2018-04-13T11:16:07Z
O,Bear,2018-04-13T11:16:07Z
IRBT,Bear,2018-04-13T11:16:07Z
FANG,Bull,2018-05-14T10:44:31Z
ITW,Bull,2018-05-14T10:44:31Z
PETS,Bear,2018-05-14T10:44:31Z
XRX,Bear,2018-05-14T10:44:31Z
DSKE,Bear,2018-05-14T10:44:31Z
PTLA,Bear,2018-05-14T10:44:31Z
STM,Bear,2018-05-14T10:44:31Z
BKNG,Bear,2018-05-14T10:44:31Z
ED,Bull,2018-05-16T10:37:13Z
CLX,Bull,2018-05-16T10:37:13Z
CHK,Bear,2018-05-16T10:37:13Z
ADAP,Bear,2018-05-16T10:37:13Z
IEP,Bear,2018-05-16T10:37:13Z
BMY,Bear,2018-05-16T10:37:13Z
QUAD,Bear,2018-05-16T10:37:13Z
SEP,Bear,2018-05-16T10:37:13Z
LB,Bear,2018-05-16T10:37:13Z
KLAC,Bull,2011-12-02T11:23:44Z
ETP,Bull,2011-12-02T11:23:44Z
GRPN,Bear,2011-12-02T11:23:44Z
SFLY,Bear,2011-12-02T11:23:44Z
DIS,Bull,2012-07-19T09:20:02Z
ALXN,Bull,2012-07-19T09:20:02Z
SONC,Bull,2012-07-19T09:20:02Z
LULU,Bull,2012-07-19T09:20:02Z
FE,Bull,2012-07-19T09:20:02Z
AMRN,Bull,2012-07-19T09:20:02Z
ALTR,Bull,2012-07-19T09:20:02Z
CCL,Bear,2012-07-19T09:20:02Z
ALLT,Bear,2012-07-19T09:20:02Z
TNH,Bull,2009-10-07T09:03:56Z
RHT,Bull,2009-10-07T09:03:56Z
BGF,Bull,2009-10-07T09:03:56Z
HCBK,Bull,2009-10-07T09:03:56Z
CGA,Bear,2009-10-07T09:03:56Z
ATVI,Bear,2009-10-07T09:03:56Z
CMC,Bull,2011-07-21T10:22:22Z
BIDU,Bull,2011-07-21T10:22:22Z
NFLX,Bull,2011-07-21T10:22:22Z
RAX,Bear,2011-07-21T10:22:22Z
ADBE,Bear,2011-07-21T10:22:22Z
SVM,Bear,2011-07-21T10:22:22Z
CXW,Bear,2011-07-21T10:22:22Z
CME,Bear,2011-07-21T10:22:22Z
ASH,Bull,2009-03-17T13:54:45Z
CY,Bull,2009-03-17T13:54:45Z
NUE,Bull,2010-08-04T10:14:51Z
SUN,Bull,2010-08-04T10:14:51Z
WY,Bull,2010-08-04T10:14:51Z
PSO,Bull,2010-08-04T10:14:51Z
RRC,Bull,2010-08-04T10:14:51Z
CLGX,Bull,2010-08-04T10:14:51Z
VLO,Bear,2010-08-04T10:14:51Z
PCL,Bear,2010-08-04T10:14:51Z
PHG,Bear,2010-08-04T10:14:51Z
X,Bear,2010-08-04T10:14:51Z
AXTA,Bull,2017-10-31T10:46:07Z
LUV,Bull,2017-10-31T10:46:07Z
REGN,Bear,2017-10-31T10:46:07Z
ACIA,Bear,2017-10-31T10:46:07Z
ZTS,Bull,2013-02-21T11:59:50Z
LCC,Bull,2013-02-21T11:59:50Z
AAP,Bull,2013-02-21T11:59:50Z
CLB,Bull,2013-02-21T11:59:50Z
AWAY,Bull,2013-02-21T11:59:50Z
OPK,Bull,2013-02-21T11:59:50Z
HL,Bear,2013-02-21T11:59:50Z
ATW,Bear,2013-02-21T11:59:50Z
EXC,Bear,2013-02-21T11:59:50Z
CMI,Bull,2010-07-28T09:50:28Z
NTAP,Bull,2010-07-28T09:50:28Z
UTHR,Bull,2013-10-03T09:57:44Z
KOG,Bull,2013-10-03T09:57:44Z
TRV,Bull,2013-10-03T09:57:44Z
AMD,Bull,2013-10-03T09:57:44Z
BMRN,Bull,2013-10-03T09:57:44Z
CXW,Bear,2013-10-03T09:57:44Z
HIG,Bear,2013-10-03T09:57:44Z
INTC,Bull,2013-04-25T11:22:11Z
NLY,Bull,2013-04-25T11:22:11Z
WLT,Bull,2013-04-25T11:22:11Z
PRI,Bull,2013-04-25T11:22:11Z
FIRE,Bear,2013-04-25T11:22:11Z
ARR,Bear,2013-04-25T11:22:11Z
WMT,Bull,2011-11-09T11:55:45Z
CNC,Bull,2011-11-09T11:55:45Z
OPK,Bull,2011-11-09T11:55:45Z
CEL,Bear,2011-11-09T11:55:45Z
CL,Bull,2013-02-10T11:45:15Z
DECK,Bull,2013-02-10T11:45:15Z
AKAM,Bull,2013-02-10T11:45:15Z
HSIC,Bull,2013-02-10T11:45:15Z
HSY,Bull,2011-02-15T10:58:14Z
